PID,BIAS,REPS,HomType,Position,CUE,POS.SHOWN,DOMREL,SUBREL,UNREL,BIAS,LEN,LgFreq,ANSWER,MS,MS.3.STDEV,MS.IQR,,PID,MEAN,STDEV,MIN,MAX,MEDIAN,IQR,Min,Max,Total
1,dominant,short,NN,70,JOINT,,JOINT -- ELBOW,JOINT -- MARIJUANA,JOINT -- PAJAMAS,0.317241379,5,2.47,M,727,727,727,,18,1158.75,540.4674754,200,2780.152426,982,407,371.5,1592.5,156
1,dominant,short,NN,131,LETTER,,LETTER -- MAIL,LETTER -- ALPHABET,LETTER -- PLANTS,0.783783784,6,2.69,M,750,750,750,,19,1275.75,543.8238285,200,2907.221486,1123.5,499.5,374.25,1872.75,156
1,dominant,short,NV,6,BOIL,V,BOIL -- WATER,BOIL -- PIMPLE,BOIL -- DETAIL,1,4,3,M,837,837,837,,20,2795.839744,2061.433665,200,8980.140738,2225,1861.75,200,5017.625,156
1,dominant,short,NN,11,KID,,KID - CHILD,KID -- GOAT,KID -- STONE,0.817567568,3,3.32,M,909,909,909,,21,2130.205128,772.168866,200,4446.711726,1974.5,735.75,870.875,3078.125,156
1,dominant,short,NN,121,FAN,,FAN -- AIR,FAN -- SPORTS,FAN -- BEAR,0.797297297,3,3.467,M,974,974,974,,22,1564.820513,773.5944464,200,3885.603852,1342,898.75,200,2690.125,156
1,dominant,short,NV,111,LOAF,N,LOAF -- BREAD,LOAF -- LAZY,LOAF -- ROLE,0.612068966,4,2.969,M,982,982,982,,23,1180.435897,384.7145096,200,2334.579426,1128,418,501,1755,156
1,dominant,short,NN,83,SENTENCE,,SENTENCE -- PARAGRAPH,SENTENCE -- JUDGMENT,SENTENCE -- POSSESSED,0.647887324,8,2.53,M,1398,1398,1398,,24,1639.961538,977.7456552,200,4573.198504,1393,598.5,495.25,2290.75,156
1,dominant,short,NV,60,COUNTER,N,COUNTER -- KITCHEN,COUNTER -- OPPOSE,COUNTER -- SHRINK,0.758169935,7,2.762,M,1429,1429,1429,,25,1867.474359,982.3099271,200,4814.40414,1632,1033,200,3181.5,156
1,dominant,short,NV,117,BAR ,N,BAR -- BEER,BAR -- FORBID,BAR -- SWING,0.834482759,4,3.12,M,1471,1471,1471,,26,5160.758929,4285.563386,200,18017.44909,3885,4035.5,200,9938.25,112
1,dominant,short,NV,104,QUIVER,V,QUIVER -- TREMBLE,QUIVER -- ARROW,QUIVER -- SPLASH,0.717391304,6,2.33,M,1534,1534,1534,,27,1423.570513,1044.386081,200,4556.728755,1235,899.25,200,2583.875,156
1,dominant,short,NV,71,PEER,N,PEER -- FRIEND,PEER -- LOOK,PEER -- NIGHT,0.649350649,4,4.65,M,1766,1766,1766,,28,2448.314103,1518.553925,200,7003.975878,2022.5,984,546.5,3498.5,156
1,dominant,short,NN,134,CRUST,,CRUST -- PIE,CRUST -- EARTH,CRUST -- DOGS,0.932432432,5,3.432,M,2063,2063,2063,,29,3686.192308,2590.053762,200,11456.35359,2722.5,3185.5,200,7500.75,156
1,dominant,short,NN,66,YARN,,YARN -- WOOL,YARN -- STORY,YARN -- PILOT ,0.850393701,4,3.13,M,2455,2455,2455,,30,1613.583333,836.8979508,200,4124.277186,1433,827,200,2673.5,156
1,dominant,short,NV,107,SOCK,N,SOCK -- SHOE,SOCK -- HIT,SOCK -- TEN,0.866666,4,3.869,M,3049,3049,,,31,1531.275641,720.2976945,200,3692.168725,1383.5,859.5,200,2672.75,156
1,dominant,short,NN,126,TRUNK,,TRUNK -- CAR,TRUNK -- ELEPHANT,TRUNK -- GROUND,0.585034014,5,3.57,M,3718,3718,,,32,3551.798658,3508.868282,200,14078.4035,2864,2453,200,6543.5,149
1,RELATED FILLER,long,,29,ASTRONOMY,,ASTRONOMY -- STAR,,,,,,M,793,793,793,,33,1187.442308,539.9673973,200,2807.3445,1103.5,475,391,1816,156
1,RELATED FILLER,long,,123,CAVITY,,CAVITY -- TOOTH,,,,,,M,859,859,859,,34,1074.673077,480.1064017,200,2514.992282,963.5,346,444.5,1482.5,156
1,RELATED FILLER,long,,62,FOREST,,FOREST -- TREE,,,,,,M,913,913,913,,35,2493.121795,1284.893676,200,6347.802824,2085.5,1544.25,200,4401.875,156
1,RELATED FILLER,long,,90,FORGIVE,,FORGIVE -- FORGET,,,,,,M,1089,1089,1089,,36,3385.738255,2325.626479,200,10362.61769,2725,2263,200,6119.5,149
1,RELATED FILLER,long,,130,JOURNEY,,JOURNEY -- TRIP,,,,,,M,1476,1476,1476,,37,1309.096154,652.7605576,200,3267.377827,1147.5,644.75,200,2114.625,156
1,RELATED FILLER,long,,132,FLESH,,FLESH -- SKIN,,,,,,M,1507,1507,1507,,38,2148.833333,970.1310043,200,5059.226346,1928,1051.5,350.75,3505.25,156
1,RELATED FILLER,long,,143,FEATHERS,,FEATHERS -- BIRD,,,,,,M,1555,1555,1555,,39,2702.801282,1521.196123,200,7266.389651,2505.5,1419.25,376.625,4634.375,156
1,RELATED FILLER,long,,156,DISLIKE,,DISLIKE -- HATE,,,,,,M,1817,1817,1817,,40,2110.929487,988.5648908,200,5076.62416,1800.5,1051.5,223.25,3377.75,156
1,RELATED FILLER,short,,44,UNHAPPY,,UNHAPPY -- SAD,,,,,,M,718,718,718,,41,1961.019231,1368.337727,200,6066.032412,1642,1010.5,200,3157.75,156
1,RELATED FILLER,short,,34,PASTURE,,PASTURE -- GRAZE,,,,,,M,878,878,878,,42,4671.285714,3637.344316,200,15583.31866,3326,3733,200,8925.5,42
1,RELATED FILLER,short,,40,MINTS,,MINTS -- CANDY,,,,,,M,1596,1596,1596,,43,2526.487179,2442.292911,200,9853.365913,1836.5,1575.75,200,4200.125,156
1,RELATED FILLER,short,,10,BOULDER,,BOULDER -- ROCK,,,,,,M,2037,2037,2037,,44,1668.076923,681.23041,200,3711.768153,1661.5,1015,200,3184,156
1,RELATED FILLER,short,,47,GROVE,,GROVE -- ORANGE,,,,,,C,2039,2039,2039,,45,1503.673077,703.4684317,200,3614.078372,1406,784,230,2582,156
1,RELATED FILLER,short,,1,EASY,,EASY -- HARD,,,,,,M,3220,3220,,,46,4910.847682,4120.701475,200,17272.95211,3312,3752.5,200,8940.75,151
1,subordinate,long,NV,9,EGG,N,EGG -- CHICKEN,EGG -- TAUNT,EGG -- VELVET,0.842424242,3,2.51,C,911,911,911,,47,1018.108974,439.1096942,200,2335.438057,926,496.75,200,1671.125,156
1,subordinate,long,NN,145,NAIL,,NAIL -- HAMMER,NAIL -- POLISH,NAIL -- WISDOM,0.66025641,4,2.753,M,937,937,937,,48,3512.955128,2414.533643,200,10756.55606,2753.5,2367,200,6304,156
1,subordinate,long,NV,57,SQUASH,N,SQUASH -- VEGETABLE,SQUASH -- FLATTEN,SQUASH -- PARANOIA,0.681818182,6,2.14,M,994,994,994,,49,4933.25641,8187.194408,200,29494.83964,2118,3375.75,200,7181.625,156
1,subordinate,long,NV,94,JERK,N,JERK -- MEAN,JERK -- YANK,JERK -- DEEP,0.410596026,4,3.59,C,1051,1051,1051,,50,2198.285714,1358.154114,200,6272.748057,1859.5,1294,200,3800.5,154
1,subordinate,long,NN,35,NUT,,NUT -- ALMOND,NUT -- CRAZY,NUT -- LIQUOR,0.489655172,3,2.95,M,1155,1155,1155,,51,1682.147436,680.2815812,200,3722.99218,1493,793,303.5,2682.5,156
1,subordinate,long,NV,50,DASH,V,DASH -- RUN,DASH -- SALT,DASH -- ROCK,0.939189189,4,3.64,C,1227,1227,1227,,52,2804.724359,1355.068276,200,6869.929188,2475,1560,200,4815,156
1,subordinate,long,NN,18,DIAMOND,,DIAMOND -- GEM,DIAMOND -- BASEBALL,DIAMOND -- MANUAL,0.880434783,7,2.61,M,1237,1237,1237,,53,932.8717949,355.2898811,200,1998.741438,848.5,337,343,1354,156
1,subordinate,long,NN,53,ARMS,,ARMS -- BODY,ARMS -- WEAPONDS,ARMS -- SIMPLE,0.701388889,4,3.66,M,1306,1306,1306,,54,1987.474359,1004.114069,200,4999.816566,1791.5,1094,200,3432.5,156
1,subordinate,long,NN,93,BILL,,BILL -- CHECK,BILL -- LAW,BILL -- FACT,0.571428571,4,3.95,M,1306,1306,1306,,55,3820.423077,4158.85246,200,16296.98046,2649,2296,200,6093,156
1,subordinate,long,NV,135,BOLT,N,BOLT -- SCREW,BOLT -- RUN,BOLT -- KISS,0.635802469,4,3.791,M,1602,1602,1602,,56,8350.510638,8018.047694,200,32404.65372,5234,6684,200,15260,141
1,subordinate,long,NV,127,SKIRT,N,SKIRT -- BLOUSE,SKIRT -- AVOID,SKIRT -- ROBOT,0.878205128,5,2.794,C,1609,1609,1609,,57,3379.75,2599.742419,200,11178.97726,2563.5,1560,223.5,4903.5,32
1,subordinate,long,NN,82,HORN,,HORN -- TRUMPET,HORN -- ANTLER,HORN -- STAPLE,0.75862069,4,1.763,M,1770,1770,1770,,58,2755.692308,1705.237876,200,7871.405936,2344,1392.5,255.25,4432.75,156
1,subordinate,long,NN,58,CRICKET,,CRICKET -- INSECT,CRICKET -- SPROT,CRICKET -- CANDLE,0.777027027,7,2.61,M,1921,1921,1921,,59,3777.75,1919.958264,200,9537.624793,3227,2346,200,6746,156
1,subordinate,long,NV,80,DITCH,N,DITCH -- DIRT,DITCH -- LEAVE,DITCH -- MOVIE,1,5,3.8,M,1922,1922,1922,,60,2018.615385,1369.646469,200,6127.554793,1639,1214.25,200,3460.375,156
1,subordinate,long,NV,79,VAULT,N,VAULT -- BANK,VAULT -- JUMP,VAULT -- SOUL,0.745454545,5,3.594,M,3314,3314,,,61,1504.833333,706.5832173,200,3624.582985,1308,697,262.5,2353.5,156
1,subordinate,long,NN,87,DOUGH,,DOUGH -- COOKIE,DOUGH -- MONEY,DOUGH -- HOTEL,0.826086957,5,3.721,M,6186,,,,62,901.5576923,239.8135362,200,1620.998301,857.5,300,407.5,1307.5,156
1,subordinate,short,NV,144,SLUG,N,SLUG -- SNAIL,SLUG -- SLAP,SLUG -- RAFT,0.636363636,4,2.382,C,1086,1086,1086,,63,1124.532051,472.849078,200,2543.079285,1031.5,573.75,200,1892.125,156
1,subordinate,short,NN,55,BALL,,BALL -- BOUNCE,BALL -- DANCE,BALL -- TARGET,0.690217391,4,3.29,M,1279,1279,1279,,64,2330.865385,1137.961874,200,5744.751007,1938.5,1050.5,362.75,3514.25,156
1,subordinate,short,NV,100,PAGE,N,PAGE -- PAPER,PAGE -- CALL,PAGE -- HONEY,0.589041096,4,4.19,M,1279,1279,1279,,65,2538.089744,959.3747451,200,5416.213979,2456.5,1217,631,4282,156
1,subordinate,short,NN,15,BULB,,BULB -- LAMP,BULB -- FLOWER,BULB -- SUITS,0.821917808,4,2.95,M,1310,1310,1310,,66,2915.320513,1729.502091,200,8103.826787,2365,1781,200,5036.5,156
1,subordinate,short,NV,118,SWALLOW,V,SWALLOW -- CHEW,SWALLOW -- BIRD,SWALLOW -- EARL,0.987654321,7,3.018,C,1320,1320,1320,,67,3225.083333,1861.048761,200,8808.229615,2781.5,1595.5,388.25,5174.75,156
1,subordinate,short,NV,124,HAMPER,N,HAMPER -- LAUNDRY,HAMPER -- HINDER,HAMPER -- HARVEST,0.736486486,6,2.29,C,1333,1333,1333,,68,2105.929487,940.9790791,200,4928.866724,1916,1165.5,200,3664.25,156
1,subordinate,short,NN,63,CHEST,,CHEST -- BREAST,CHEST -- TREASURE,CHEST -- MUSICAL,0.5,5,2.83,M,1335,1335,1335,,69,5580.352564,3863.183773,200,17169.90388,4347.5,5207,200,12158,156
1,subordinate,short,NN,92,CANE,,CANE -- ELDERLY,CANE -- SUGAR,CANE -- PEANUT,0.482014388,4,2.8,M,1335,1335,1335,,70,1139.948718,389.8391363,200,2309.466127,1058.5,387.75,476.875,1640.125,156
1,subordinate,short,NV,75,PRUNE,N,PRUNE -- FRUIT,PRUNE -- CUT,PRUNE -- WALL,0.829787234,5,3.56,C,1512,1512,1512,,71,1940.794872,976.1282552,200,4869.179637,1754,890.25,418.625,3089.375,156
1,subordinate,short,NV,42,TIRE,N,TIRE -- WHEEL,TIRE -- SLEEP,TIRE -- ANGEL,0.820689,4,3.601,M,1855,1855,1855,,72,2181.294872,1000.66255,200,5183.282521,1962,877.25,646.125,3277.875,156
1,subordinate,short,NN,64,STAFF,,STAFF -- FACULTY,STAFF -- STICK,STAFF -- ORANGE,0.682432432,5,3.06,C,1901,1901,1901,,73,4487.903846,4426.303743,200,17766.81507,2942.5,2653,200,6922,156
1,subordinate,short,NN,81,GAME,,GAME -- FOOTBALL,GAME -- HUNT,GAME -- TONGUE,0.797297297,4,3.2,C,2062,2062,2062,,74,1835.153846,647.4094895,200,3777.382315,1714.5,752.25,586.125,2842.875,156
1,subordinate,short,NN,65,RACKET,,RACKET -- TENNIS,RACKET -- NOISE,RACKET -- EXPERT,0.90647482,6,3.05,M,2279,2279,2279,,75,1752.807692,962.21105,200,4639.440842,1582.5,870.75,276.375,2888.625,156
1,subordinate,short,NN,77,TEMPLE,,TEMPLE -- CHURCH,TEMPLE -- FOREHEAD,TEMPLE -- KISSING,0.765151515,6,3.08,M,2357,2357,2357,,76,2141.224359,988.4925543,200,5106.702022,1938,827,697.5,3178.5,156
1,subordinate,short,NV,41,BARK,V,BARK -- DOG,BARK -- TREE,BARK -- ROAD,0.798611111,4,3.76,M,3326,3326,,,77,1963.807692,1631.010449,200,6856.83904,1454.5,1100,200,3104.5,156
1,subordinate,short,NV,114,HARP,N,HARP -- MUSIC,HARP -- NAG,HARP -- NOON,0.842424242,4,2.97,M,4702,4702,,,78,1195.051282,601.7707504,200,3000.363533,1063,530,268,1858,156
1,unrelated,long,NN,30,FOOT,,FOOT -- TOE,FOOT -- INCH,FOOT -- HAWK,0.867346939,4,2.81,M,0,,,,79,2663.820513,1004.412353,200,5677.057571,2400.5,1177.25,634.625,4166.375,156
1,unrelated,long,NN,97,CALF,,CALF -- ANIMAL,CALF -- LEG,CALF -- MOON,0.76969697,4,3.406,C,947,947,947,,80,1597.711538,803.9865912,200,4009.671312,1435,582.25,561.625,2308.375,156
1,unrelated,long,NV,26,PICTURE,N,PICTURE -- PORTRAIT,PICTURE -- IMAGINE,PICTURE -- CLIENTS,0.724489796,7,3.03,C,1122,1122,1122,,81,1656.076923,897.9558401,200,4349.944443,1432.5,766.75,282.375,2582.625,156
1,unrelated,long,NV,96,HIDE,V,HIDE -- SEEK,HIDE -- COW,HIDE -- BAT,0.993,4,3.022,C,1242,1242,1242,,82,1345.487179,959.1377343,200,4222.900382,1079.5,469.25,375.625,1783.375,156
1,unrelated,long,NV,24,STUMP,N,STUMP -- WOOD,STUMP -- CONFUSE,STUMP -- CARPET,0.717241379,5,2.77,C,1320,1320,1320,,83,1706.807692,776.5662643,200,4036.506485,1564.5,720,484.5,2644.5,156
1,unrelated,long,NN,116,KEY,,KEY -- LOCK,KEY -- PIANO,KEY -- HILL,0.812121212,3,3.282,C,1498,1498,1498,,84,2044.717949,718.4804287,200,4200.159235,1852,897.25,506.125,3197.875,156
1,unrelated,long,NV,133,STUB,N,STUB -- TICKET,STUB -- HURT,STUB -- MAJOR,0.296551724,4,3.728,C,1626,1626,1626,,,,,,,,,,,
1,unrelated,long,NN,113,BEAM,,BEAM -- LIGHT,BEAM -- BALANCE,BEAM -- COUSIN,0.65034965,4,3.397,C,1699,1699,1699,,,,,,,,,,,
1,unrelated,long,NN,120,GRAIN,,GRAIN -- WHEAT,GRAIN -- SAND,GRAIN -- DELAY,0.689189189,5,2.75,C,1866,1866,1866,,,,,,,,,,,
1,unrelated,long,NN,78,HABIT,,HABIT -- CUSTOM,HABIT -- NUN,HABIT -- TUBES,0.612244898,5,2.53,C,1868,1868,1868,,,,,,,,,,,
1,unrelated,long,NV,84,MUG,N,MUG -- COFFEE,MUG -- ROB,MUG -- GROW,0.825,3,3.482,C,1940,1940,1940,,,,,,,,,,,
1,unrelated,long,NN,138,CABINET,,CABINET -- SHELF,CABINET -- MINISTRY,CABINET -- THREAD,0.834482759,7,2.422,C,2028,2028,2028,,,,,,,,,,,
1,unrelated,long,NN,43,STRAW,,STRAW -- HAY,STRAW -- SIP,STRAW -- OWL,0.5,5,2.458,C,2467,2467,2467,,,,,,,,,,,
1,unrelated,long,NV,109,GRATE,V,GRATE -- SHRED,GRATE -- SEWER,GRATE -- SCALP,0.952702703,5,2.28,C,2658,2658,,,,,,,,,,,,
1,unrelated,long,NV,146,FOIL,N,FOIL -- ALUMINUM,FOIL -- RUIN,FOIL -- STREAM,0.869281046,4,2.61,C,2745,2745,,,,,,,,,,,,
1,unrelated,long,NV,99,HARBOR,N,HARBOR -- BOAT,HARBOR -- SHELTER,HARBOR -- ISSUE,0.834482759,6,3.241,C,9570,,,,,,,,,,,,,
1,unrelated,short,NN,12,BEEF,,BEEF -- COMPLAINT,BEEF -- COMPLAINT,BEEF -- BLANKET,0.878787879,4,2.82,C,830,830,830,,,,,,,,,,,
1,unrelated,short,NV,68,SOIL,N,SOIL -- PLANT,SOIL - SMUDGE,SOIL -- GRAVY,0.929292929,4,2.431,C,983,983,983,,,,,,,,,,,
1,unrelated,short,NV,72,DOCTOR,N,DOCTOR -- HOSPITAL,DOCTOR -- TAMPER,DOCTOR -- CIRCLES,0.737373737,6,2.61,C,1031,1031,1031,,,,,,,,,,,
1,unrelated,short,NV,85,SWAMP,N,SWAMP -- MARSH,SWAMP -- OVERWHELM,SWAMP -- ROOFTOP,0.888888889,5,1.91,C,1470,1470,1470,,,,,,,,,,,
1,unrelated,short,NN,136,MARBLE,,MARBLE -- STONE,MARBLE -- ROUND,MARBLE -- MAGIC,0.489655172,6,3.43,C,1480,1480,1480,,,,,,,,,,,
1,unrelated,short,NV,115,DUCK,N,DUCK -- GOOSE,DUCK -- UNDER,DUCK -- CLOCK,0.930232558,4,3.476,C,1582,1582,1582,,,,,,,,,,,
1,unrelated,short,NV,13,PITCH,V,PITCH -- CATCH,PITCH -- TONE,PITCH -- DUMB,0.95139,5,3.38,C,1620,1620,1620,,,,,,,,,,,
1,unrelated,short,NV,101,PARK,N,PARK -- PICNIC,PARK -- STOP,PARK -- COUNT,0.682432432,4,3.662,C,1661,1661,1661,,,,,,,,,,,
1,unrelated,short,NN,137,CABLE,,CABLE -- TELEVISION,CABLE -- CORD,CABLE -- WHISTLE,0.716216216,5,2.9,C,1741,1741,1741,,,,,,,,,,,
1,unrelated,short,NN,61,GAS,,GAS -- PETROLEUM,GAS -- SOLID,GAS -- PAYROLL,0.794871795,3,2.41,C,1806,1806,1806,,,,,,,,,,,
1,unrelated,short,NV,17,RELISH,N,RELISH -- PICKLE,RELISH -- ENJOY,RELISH -- RECALL,0.614864865,6,3,C,1893,1893,1893,,,,,,,,,,,
1,unrelated,short,NN,54,RULER,,RULER -- MEASURE,RULER -- KING,RULER -- SIGNAL,0.777777778,5,3.28,C,1901,1901,1901,,,,,,,,,,,
1,unrelated,short,NN,69,LIMB,,LIMB -- ARM,LIMB -- BRANCH,LIMB -- PLATE,0.563492063,4,3.12,C,2478,2478,2478,,,,,,,,,,,
1,unrelated,short,NV,59,POP,N,POP -- SODA,POP -- BURST,POP -- BELLS,0.385135135,3,2.83,C,3613,3613,,,,,,,,,,,,
1,unrelated,short,NN,95,DIGIT,,DIGIT -- NUMBER,DIGIT -- FINGER,DIGIT -- CAUGHT,0.839378238,5,3.68,C,4189,4189,,,,,,,,,,,,
1,unrelated,short,NN,128,FAULT,,FAULT -- BLAME,FAULT -- EARTHQUAKE,FAULT -- HOMEWORK,0.641891892,5,3.01,C,5902,,,,,,,,,,,,,
1,UNRELATED FILLER,long,,25,FRAME,,FRAME -- SHORT,,,,,,C,963,963,963,,,,,,,,,,,
1,UNRELATED FILLER,long,,16,ROW,,ROW -- MARKET,,,,,,C,980,980,980,,,,,,,,,,,
1,UNRELATED FILLER,long,,51,REFLECT,,REFLECT -- FONT,,,,,,C,1026,1026,1026,,,,,,,,,,,
1,UNRELATED FILLER,long,,67,CREST,,CREST -- CAT,,,,,,C,1106,1106,1106,,,,,,,,,,,
1,UNRELATED FILLER,long,,125,BED,,BED -- BACON,,,,,,C,1163,1163,1163,,,,,,,,,,,
1,UNRELATED FILLER,long,,14,FELLOW,,FELLOW -- RUB,,,,,,C,1233,1233,1233,,,,,,,,,,,
1,UNRELATED FILLER,long,,4,BASKET,,BASKET -- SMART,,,,,,C,1267,1267,1267,,,,,,,,,,,
1,UNRELATED FILLER,long,,5,TREND,,TREND -- OCEAN,,,,,,C,1311,1311,1311,,,,,,,,,,,
1,UNRELATED FILLER,long,,27,LAWYER,,LAWYER -- MICROWAVE,,,,,,C,1322,1322,1322,,,,,,,,,,,
1,UNRELATED FILLER,long,,32,SURPLUS,,SURPLUS -- LANDING,,,,,,C,1338,1338,1338,,,,,,,,,,,
1,UNRELATED FILLER,long,,52,CONTACT,,CONTACT -- TRIGGER,,,,,,C,1499,1499,1499,,,,,,,,,,,
1,UNRELATED FILLER,long,,31,ATOM,,ATOM -- SNAKE,,,,,,C,1533,1533,1533,,,,,,,,,,,
1,UNRELATED FILLER,long,,154,STORY,,STORY -- BEND,,,,,,C,1721,1721,1721,,,,,,,,,,,
1,UNRELATED FILLER,long,,88,LENS,,LENS -- BRAVERY,,,,,,C,1722,1722,1722,,,,,,,,,,,
1,UNRELATED FILLER,long,,106,COSTUME,,COSTUME -- EXERCISE,,,,,,C,1762,1762,1762,,,,,,,,,,,
1,UNRELATED FILLER,long,,3,BUZZ,,BUZZ -- TEMPT,,,,,,C,1906,1906,1906,,,,,,,,,,,
1,UNRELATED FILLER,long,,46,WEARY,,WEARY -- MIRAGE,,,,,,C,1929,1929,1929,,,,,,,,,,,
1,UNRELATED FILLER,long,,129,SPONSOR,,SPONSOR -- POET,,,,,,C,2003,2003,2003,,,,,,,,,,,
1,UNRELATED FILLER,long,,112,COIN,,COIN -- DETAIL,,,,,,C,2129,2129,2129,,,,,,,,,,,
1,UNRELATED FILLER,long,,141,APPLAUSE,,APPLAUSE -- RIFLE,,,,,,C,2578,2578,,,,,,,,,,,,
1,UNRELATED FILLER,long,,110,DEBUT,,DEBUT -- STRETCH,,,,,,C,2747,2747,,,,,,,,,,,,
1,UNRELATED FILLER,long,,153,WARRANT,,WARRANT -- SICK,,,,,,C,4018,4018,,,,,,,,,,,,
1,UNRELATED FILLER,short,,39,BLANKET,,BLANKET -- HOOP,,,,,,M,0,,,,,,,,,,,,,
1,UNRELATED FILLER,short,,86,INJURY,,INJURY -- BAMBOO,,,,,,C,751,751,751,,,,,,,,,,,
1,UNRELATED FILLER,short,,56,DIET,,DIET -- FORTUNE,,,,,,C,782,782,782,,,,,,,,,,,
1,UNRELATED FILLER,short,,152,JURY,,JURY -- KISS,,,,,,C,1005,1005,1005,,,,,,,,,,,
1,UNRELATED FILLER,short,,33,LOCATION,,LOCATION -- LUNCH,,,,,,C,1062,1062,1062,,,,,,,,,,,
1,UNRELATED FILLER,short,,150,MARGIN,,MARGIN -- MEDICINE,,,,,,C,1135,1135,1135,,,,,,,,,,,
1,UNRELATED FILLER,short,,28,RAIN,,RAIN -- JUSTICE,,,,,,C,1167,1167,1167,,,,,,,,,,,
1,UNRELATED FILLER,short,,22,MAPLE,,MAPLE -- SHEETS,,,,,,C,1189,1189,1189,,,,,,,,,,,
1,UNRELATED FILLER,short,,76,CONCLUDE,,CONCLUDE -- CURTAINS,,,,,,C,1261,1261,1261,,,,,,,,,,,
1,UNRELATED FILLER,short,,36,UNCLE,,UNCLE -- GIRAFFE,,,,,,C,1303,1303,1303,,,,,,,,,,,
1,UNRELATED FILLER,short,,21,STRAIN,,STRAIN -- SONG,,,,,,C,1311,1311,1311,,,,,,,,,,,
